기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
16168,20,14591646879.0,341844,753,47,152,172,142,141,147,47,0,0,161,256,265,121,0,393,409,6,94,125,224,135,220,13809625727.0,782021152.0,0,3918447264.0,4094679884.0,5062192855.0,1516326876.0,0,7310963027.0,7172951383.0,5446739,422782538,1313754119.0,4183014459.0,2748239949.0,5810676606.0,318581,23263,67622,67638,62570,63374,57377,23242,21,0,91190,99305,114884,36465,0,165161,174345,586,25107,48633,67537,71648,125994
155617,193,25090680383.0,1188075,6280,1428,1113,1262,980,1367,1570,990,443,54,720,1853,2443,2463,180,4224,3485,19,895,1029,1719,1683,2367,17129109971.0,7961570412.0,458638356,2443360304.0,5642767089.0,7484800627.0,7810809663.0,1250304344,14428886626.0,10130291007.0,54357430,2138806755,3928572669.0,3880060800.0,6566666899.0,7991020419.0,887362,300713,179712,171061,174293,173294,189002,172101,128612,61633,165060,204515,230340,375137,151390,697989,481489,7425,233365,278437,209882,227499,223004
169764,210,333627518656.0,3530461,5634,2778,1101,765,1349,1052,1376,1615,1161,3,611,2278,3077,2365,81,4694,3717,59,1304,1477,1937,2124,1523,228380977012.0,105246541644.0,137234799,17371307142.0,84775584288.0,134450115889.0,94227898916.0,2665377622,146620268630.0,87272164744.0,1280952203,29509195966,52952249141.0,61978723222.0,56291884511.0,31877152053.0,2340563,1189898,467135,353671,483786,467629,568342,656346,533552,5702,572227,847416,1047878,957018,100220,1848363,1472431,49077,895395,761702,644816,584739,385029
48504,60,3955856644.0,402822,1896,506,318,326,454,268,534,386,120,104,252,576,678,546,248,1282,1119,6,410,386,364,575,664,3032680689.0,923175955.0,203602157,325269095.0,773569799.0,1123652644.0,968653842.0,561109107,2203353723.0,1681718797.0,17576199,731014016,693899725.0,645150554.0,964281063.0,833150966.0,292839,109983,55527,55648,59257,60105,62302,58262,51721,28058,44176,78683,85357,102587,63961,238467,158093,3776,97960,84040,62390,88520,59881
60630,70,5078100083.0,392775,2454,550,412,481,611,463,494,259,290,42,376,641,933,856,159,1463,1544,8,260,406,700,714,915,3883892786.0,1194207297.0,73384939,873701560.0,1002323626.0,1281433844.0,1431062628.0,416193486,2671880248.0,2193855660.0,19815554,407127303,764866967.0,1353447925.0,1138331776.0,1182146386.0,304585,88190,61547,56878,58396,63194,64570,58078,30112,12072,64641,70272,78240,121022,46528,234660,156694,4103,58876,82477,96771,82447,66674
8084,10,475609531.0,40455,268,132,43,56,59,52,58,53,78,0,80,68,72,150,33,223,178,2,20,23,91,75,191,317323397.0,158286134.0,0,95875902.0,78097184.0,85086408.0,179102834.0,37447203,265902071.0,209707460.0,2099743,23320582,26809226.0,107838569.0,90447462.0,225093949.0,28919,11536,4784,6538,6432,5529,5636,5103,6433,0,5582,7335,6591,15738,5209,30020,10435,372,4094,5383,9212,11817,9577
90945,114,4378035510.0,240741,3634,871,829,686,656,735,736,634,238,0,326,1213,1245,1636,85,1827,2679,30,305,403,1104,1564,1103,3341993280.0,1036042230.0,4328560,295969154.0,1020538041.0,1143917282.0,1777607777.0,135674696,1765045690.0,2463443800.0,8197367,221180426,348522209.0,939403263.0,1471477036.0,1239709194.0,183593,57148,40410,34096,35655,36090,37342,37392,19756,254,17807,39274,58312,114152,10942,105053,134479,1369,19474,27737,61114,70765,59073
52546,61,8362981169.0,428653,1817,785,466,338,501,262,254,353,431,0,193,466,999,913,36,814,1787,5,103,153,427,619,1292,5722155183.0,2640825986.0,0,1205138379.0,1715990241.0,2155568429.0,2953960684.0,332323436,3607972783.0,4718537289.0,10835756,505072496,1013337248.0,1675754435.0,2458338432.0,2663171706.0,299560,129093,61141,56533,58405,60190,63291,68197,60896,0,52437,79652,104371,170507,21686,187376,240714,1165,34416,54098,84669,116754,136989
105092,130,25106963240.0,1004823,4047,1157,803,809,729,827,887,784,371,9,381,1149,1807,1727,142,1987,3219,4,322,546,828,1685,1827,19106384538.0,6000578702.0,70041746,2556122369.0,4892319489.0,7658241747.0,8828153400.0,1102084489,9418142246.0,14213900107.0,24215540,1305608058,2291707493.0,4494628444.0,7108420074.0,8407462731.0,747057,257766,158435,142107,147839,143783,154893,161174,96592,180,100564,194521,283691,388456,37411,417015,547372,2252,84021,124416,165839,270604,317260
70735,89,6737577208.0,311889,2511,991,433,510,469,527,586,654,339,86,403,646,1081,1037,248,1495,2006,9,376,519,557,1140,905,4868599535.0,1868977673.0,249641201,1106471413.0,688657169.0,2053452366.0,1893322758.0,746032301,2631201729.0,3984580255.0,17303104,784103413,1156596255.0,1033281117.0,2561187823.0,1063310265.0,217180,94709,41306,42942,43502,42381,47049,51226,43483,26735,20561,34622,48025,101118,80828,185997,124238,2843,75172,83239,53188,63157,32630
62651,78,6547448222.0,700640,2531,573,368,677,463,481,540,364,212,47,240,540,859,1217,199,1402,1701,21,194,368,424,681,1415,4792534895.0,1754913327.0,496814295,638661604.0,643521663.0,1116546958.0,2320062147.0,1331841555,3590629501.0,2923244630.0,48339952,1102471762,1547511582.0,1292054226.0,1012511691.0,1510984916.0,498417,202223,96717,95716,97482,98221,110281,103588,98635,61131,97212,79206,90899,203534,168658,455346,244214,13845,172627,194704,158228,113535,46626
56588,68,66055873511.0,862416,2304,498,419,415,546,389,547,433,65,121,994,595,724,299,73,1362,1442,18,293,750,406,743,598,59759833627.0,6296039884.0,5167148568,21703946561.0,19677820843.0,15634000983.0,2935084878.0,937871678,15948445237.0,15495458089.0,32252089,2374630248,6807249115.0,7242067592.0,5360011687.0,9627692595.0,675080,187336,131277,132136,134326,133114,144227,113583,73753,99425,222806,158379,130278,151698,99830,558791,237017,8808,112674,156500,240546,165187,112088
123281,149,55340611084.0,3456959,5271,835,1195,859,1094,1057,1071,569,265,56,567,1650,1973,1671,197,2723,3386,9,538,864,1379,1340,1987,46144294318.0,9196316766.0,2417284602,7177195459.0,11488647275.0,15247535332.0,13410212441.0,5599735975,28149355511.0,25649214171.0,234848143,7356871344,7887446148.0,9716888168.0,11583470182.0,17019045700.0,2574536,882423,505378,508424,504804,507501,548429,506351,376072,295402,524242,494167,538041,976454,628653,2090204,1340447,46831,897846,864292,674084,539432,408163
48504,60,6924444836.0,541455,1949,452,348,498,391,338,377,273,181,52,344,644,646,623,95,1188,1214,10,136,391,492,545,826,5511782987.0,1412661849.0,73387004,1233684327.0,1717946686.0,1870274655.0,1851030480.0,178121684,3458832374.0,3422672841.0,29393797,419643583,995447458.0,1363907081.0,1534361354.0,2538751940.0,430618,110837,92695,80660,83998,80753,92512,69460,41377,10411,91879,122092,145651,148920,22502,280927,258425,7674,55248,91525,115636,105736,163532
48504,60,6094552165.0,512259,1910,490,401,381,401,340,394,354,138,93,372,497,626,609,206,1430,972,6,284,546,459,636,478,4688483063.0,1406069102.0,449213218,731743677.0,1048042046.0,1423478303.0,1580180854.0,861894067,3347798816.0,2577208858.0,18251710,775552598,1272799341.0,998088992.0,1426360786.0,1433954246.0,373347,138912,75225,72925,71889,71474,81834,77494,61418,44655,63477,67514,90528,154794,91291,305638,200463,3814,103107,129294,95125,97013,77749
44462,56,410256385425.0,6348741,1435,767,269,286,279,247,353,459,312,89,583,423,672,440,2,1174,1027,2,106,216,404,738,740,259109216098.0,151147169327.0,18996340643,109046973665.0,94726109435.0,113338198537.0,73843432064.0,305331081,192246349194.0,170498859745.0,63083256,14054322838,52789205414.0,78641128933.0,95178390432.0,122019078060.0,3728725,2620016,694084,644676,718810,708676,962479,1680760,939256,266173,1400761,1509917,1883850,1282270,5770,3142278,2808312,3024,223938,790007,1285956,1695025,1952650
28294,32,1954651149.0,206627,1200,200,214,217,239,255,279,107,93,5,62,355,284,445,253,708,693,5,116,145,680,328,129,1324965322.0,629685827.0,5258296,164965774.0,270269495.0,340460004.0,768127791.0,405569789,1120614528.0,833618758.0,13408477,314055643,390795428.0,516227901.0,346910796.0,372835040.0,141140,65487,28391,27194,28151,27048,30356,32246,33241,1134,18701,28132,35825,80158,42677,122244,84363,2616,41544,45130,53381,34687,29249
78819,99,6384030000.0,456319,3180,724,628,676,639,613,637,451,270,53,501,832,993,1339,188,1603,2300,28,286,605,1430,797,769,5061506264.0,1322523736.0,123010826,844590290.0,1648245140.0,1621832519.0,1854083142.0,292268083,2747258122.0,3195935892.0,41529731,516104584,1114985452.0,1764894034.0,1204424702.0,1301255514.0,361916,94403,78421,69876,67896,69745,75978,63420,30983,16281,74018,97600,106486,128269,33665,250009,203018,7034,65713,110482,121368,77150,71282
125302,153,40472230432.0,2388776,4826,1376,834,783,1077,1151,992,797,584,65,891,1564,2215,1272,206,3032,3174,23,617,1258,1442,1482,1381,29839889811.0,10632340621.0,868578959,6158084536.0,9665462140.0,12448083447.0,9170195898.0,2161825452,20371745671.0,17483045712.0,227979651,4327359688,7358398083.0,8806501051.0,9344875965.0,7789676949.0,1934347,454429,386702,383289,371141,394332,398883,250734,203695,94293,499692,569043,492190,499522,234036,1311684,1017767,38721,504509,642400,566342,360999,216471
107113,134,52502287789.0,2752041,4078,1225,894,751,756,786,895,842,385,90,615,1043,1536,1756,272,2458,2847,51,406,834,1276,1501,1242,40346828064.0,12155459725.0,725632629,7889388786.0,11976750682.0,13331240990.0,15510730440.0,3068544262,24260757836.0,25861329166.0,277739703,2957614784,7462387756.0,12581081443.0,14127345495.0,12715917821.0,2097200,654841,441041,403146,407031,403777,442205,398803,256038,81203,386692,531465,609988,858087,284606,1396584,1319075,47067,337949,511543,674137,630404,514557
8084,10,2189259869.0,301302,279,122,50,55,56,53,65,62,59,58,52,37,47,107,98,271,130,5,84,100,102,81,29,1527500479.0,661759390.0,317231991,286772475.0,205178291.0,252296600.0,587307370.0,540473142,1473194338.0,706066382.0,28809378,457140164,544635720.0,552671512.0,441397707.0,154606240.0,211642,89660,39471,41646,41880,42546,46099,44723,44937,37987,45259,34047,38892,79110,66007,201942,98391,5716,75873,74676,68531,52224,23314
151575,184,25069767794.0,1376293,5547,1962,897,973,1271,1206,1212,1326,641,68,561,1843,2458,2290,291,3717,3790,10,398,509,915,2460,3217,19246121629.0,5823646165.0,167718154,3638454186.0,4539408740.0,5547511291.0,9424244395.0,1752431028,13261268373.0,10736869129.0,62140460,1517177441,2278728120.0,3861187283.0,6550833430.0,9728070775.0,966534,409759,192418,185969,196801,188485,202861,214742,195017,13232,139379,236249,310592,513739,163102,751571,607783,13498,120137,179165,271147,373032,402372
36378,42,2750164648.0,289497,1494,306,503,111,226,422,233,193,114,43,85,365,370,845,95,914,886,16,161,429,274,545,378,1942562258.0,807602390.0,247266096,281215349.0,268140396.0,503608155.0,917045158.0,532889494,1614414422.0,1135617873.0,12521091,561679172,677438391.0,653000966.0,488387643.0,357005032.0,201623,87874,39114,39717,38330,40139,44323,45537,42337,28534,44013,29648,38793,83760,64749,194398,95076,2662,75306,74862,72114,41845,22685
117218,143,38879804365.0,2432295,4222,1584,854,719,928,843,887,1008,578,51,580,1421,1857,1681,224,2773,3035,25,539,845,1128,1401,1871,27400382970.0,11479421395.0,815761562,4360098987.0,8336364841.0,10230395616.0,12311719440.0,2825463919,19844049266.0,18646955313.0,161622127,3407661800,5689037784.0,8195046845.0,9211779006.0,11825857026.0,1762732,669563,360465,341124,342279,335244,383620,387969,281594,103287,338194,429522,516913,745792,298587,1412031,1013755,25812,327221,482482,584902,489971,515396
70735,86,19167932998.0,1309517,2679,824,504,603,547,442,590,565,257,27,397,683,1151,1092,150,1627,1878,21,283,609,774,770,1047,14581097251.0,4586835747.0,145238767,1541003463.0,3805776910.0,5570145298.0,7240636559.0,865132001,8004978903.0,10969897347.0,74901793,1318601157,2589980033.0,3722369125.0,4710973471.0,6558050674.0,1002625,306892,203988,192730,193003,199482,213422,193761,113131,22469,139979,213906,303573,525296,104294,618027,690202,12870,171654,232727,259585,279807,351588
125302,155,23377126741.0,1482798,4592,1613,809,741,1032,1086,937,1145,472,54,511,1408,2011,2048,188,2701,3503,7,402,821,1179,1446,2365,16825401189.0,6551725552.0,201644602,1793111231.0,4607143437.0,6766288242.0,8703032903.0,1305906326,10616623442.0,12691587760.0,46013085,1831517619,3556365495.0,5927403529.0,5975870305.0,5971041170.0,1094311,388487,227412,210766,213213,211171,231749,248516,139971,32092,129964,263072,363212,571007,123451,720884,760193,11166,167560,262101,368065,351484,320699
94987,116,12320262823.0,894125,3717,988,888,699,771,627,752,588,395,59,378,1400,1335,1340,198,2242,2461,25,520,530,978,910,1747,9266483007.0,3053779816.0,273859379,1387498014.0,2612070809.0,2945188016.0,3944657978.0,1156988627,6608247881.0,5325201757.0,59849736,958858014,1565857117.0,2609288805.0,2712825809.0,4026770158.0,650849,243276,133487,127270,124980,128498,136614,138505,104771,33020,107949,142642,179659,312793,118062,514892,370239,10930,113458,150459,211576,191951,206770
44462,57,3421129676.0,120972,1582,619,211,275,469,299,333,397,222,19,405,612,627,499,45,1206,995,15,294,173,561,460,702,2762413059.0,658716617.0,82433660,915736961.0,866355635.0,1004718692.0,375497034.0,176387694,2803526919.0,503338281.0,5735136,999281852,270973805.0,1418907282.0,308398688.0,303568436.0,87118,33854,17783,16056,18006,16839,18434,17939,15915,10060,20025,16622,18563,34216,21486,71222,48649,1198,27605,30150,24240,20504,16179
40420,50,865825452.0,27081,1451,554,419,292,202,326,212,276,279,0,162,728,690,412,9,931,1069,1,152,122,298,496,933,644778541.0,221046911.0,0,45939581.0,226602606.0,389677617.0,198943326.0,4662322,351594423.0,489078165.0,1022076,30891890,64068743.0,127625770.0,209753383.0,407310727.0,19477,7604,3807,3859,3565,4109,4137,4329,3275,0,2021,7907,10125,6771,257,10773,15875,92,1673,2457,3263,7281,11886
46483,57,1648652735.0,111414,1625,676,218,303,215,441,450,491,184,8,299,571,717,651,57,1133,1168,0,61,421,453,451,914,1251134293.0,397518442.0,12377982,214379235.0,329043505.0,453068785.0,554751279.0,85031949,822893875.0,806046900.0,551821,60968846,234101568.0,344037862.0,429061162.0,560219513.0,85645,25769,17783,16955,15174,17269,18464,16403,9366,1619,15264,18787,25805,39783,10156,66200,44973,134,7981,25269,25152,24045,28591
88924,110,12929336873.0,695401,3496,907,630,628,708,776,768,544,362,39,586,1014,1428,1192,151,2025,2380,52,247,382,1539,1345,845,9905552979.0,3023783894.0,102483433,1940170084.0,3027012497.0,3589536792.0,3801738161.0,468395906,5636840436.0,6281448972.0,77982228,620515635,1092433584.0,2685071898.0,3287969688.0,4154316377.0,523050,172351,106182,100835,104609,103875,107549,96481,75870,14857,115308,155563,168002,202962,38709,380918,302438,15468,68854,94796,153034,167900,183298
50525,64,4459895977.0,138408,2093,408,446,371,572,296,413,287,121,32,412,610,832,524,93,1362,1141,1,241,353,798,677,431,3938806301.0,521089676.0,45169646,1699834048.0,1359953846.0,675445501.0,541297296.0,138195640,2345845153.0,908044912.0,1756205,141824810,333324313.0,1665191877.0,627199649.0,484593209.0,108297,30111,20655,21459,22624,22563,20996,17573,12538,6360,32297,29403,24498,30439,15411,83337,49254,600,22680,36279,33196,26733,13098
70735,86,4623801562.0,298901,2618,886,549,484,505,544,545,580,308,174,415,849,865,894,311,2384,1120,14,172,567,579,1070,1106,3417884021.0,1205917541.0,171896895,691913508.0,1100375638.0,1141964941.0,1170964049.0,346686531,2827313104.0,1687022004.0,24720047,304998125,675785121.0,816514106.0,993279753.0,1699037959.0,222097,76804,46793,41756,43028,44852,45668,49839,26965,19708,48020,57324,57272,77816,38761,200284,96230,5615,40590,59770,60014,61428,69110
99029,123,31422474295.0,2123288,3837,1067,740,830,875,688,714,741,327,61,526,1374,1364,1430,155,2185,2719,29,418,673,1197,1497,1091,24595190312.0,6827283983.0,236629089,4418028525.0,7780903872.0,8411347201.0,9255673854.0,1319891754,15048018860.0,16117916636.0,120003034,2521663522,4496675106.0,7155147295.0,8305941829.0,8566504709.0,1685352,437936,362496,331572,319877,321940,349467,314751,123185,26460,335327,496049,535361,607093,122998,1096215,1021312,24079,261102,365299,466654,501948,498441
78819,97,27115265250.0,1133098,2923,978,523,647,497,554,702,539,441,44,398,994,1038,1291,134,1678,2225,22,229,567,799,1217,1077,22243363203.0,4871902047.0,432825824,3633990839.0,8154415872.0,7484645539.0,6043335344.0,1366051832,10209429701.0,15382527842.0,110214980,1195673770,5051059679.0,8825441043.0,6201825961.0,4207742104.0,817311,315787,161646,156375,166242,159553,173495,168666,147121,53619,150469,182944,224422,371946,149698,603575,511859,22981,153487,192133,252960,282613,211260
8084,10,164148811.0,7131,274,127,50,47,70,47,61,74,52,0,27,90,90,154,39,159,241,0,17,90,113,106,77,114541706.0,49607105.0,0,11181379.0,38784288.0,36624890.0,61007063.0,16551191,63278265.0,92947774.0,0,6878961,34217563.0,44788181.0,40892973.0,29448362.0,4836,2295,997,855,1050,935,999,1170,1125,0,390,1237,1652,2916,936,2873,4167,0,375,1836,1811,1746,1271
14147,20,392637900.0,22959,547,153,101,94,129,89,133,72,81,0,95,194,274,136,1,363,337,2,42,49,119,167,324,325177844.0,67460056.0,0,74749973.0,91258030.0,135863792.0,90721513.0,44592,212086532.0,171855191.0,1302883,20185524,31043338.0,54668084.0,106657583.0,170084309.0,19401,3558,4121,3816,3422,3595,4447,3012,546,0,4120,4708,6926,7204,1,11077,11619,372,2568,3321,3728,5794,6911
26273,29,1055172939.0,140207,1023,279,281,177,250,197,119,217,61,51,197,227,387,316,121,869,432,3,324,347,162,174,290,772402643.0,282770296.0,114006274,138289926.0,102454998.0,168835499.0,278008632.0,253577610,731767390.0,316229630.0,7447763,435287892,281495857.0,115485576.0,94673344.0,113606588.0,101584,38623,20054,20097,20784,19762,20887,20793,17830,15659,23277,16041,16440,35904,32886,95416,44614,1563,67066,38557,14295,12589,5960
