연번,구획라벨,소속동,소속구간,용도구분,공유종류,경도,위도
314, 홈플러스(전일)-107,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
315, 홈플러스(전일)-96,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
316, 홈플러스(전일)-97,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
317, 홈플러스(전일)-108,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
318, 홈플러스(전일)-109,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
319, 홈플러스(전일)-98,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
320, 홈플러스(전일)-99,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
321, 2-35-01,등촌1동, 2-35,일반,공유가능,126.8562688,37.55601454
322, 3-05-01,등촌2동, 3-05,일반,공유가능,126.8628843,37.54955549
323, 3-05-02,등촌2동, 3-05,일반,공유가능,126.862904,37.54960733
324, 3-05-03,등촌2동, 3-05,일반,공유가능,126.8629152,37.54966816
325, 3-05-101,등촌2동, 3-05,전용,공유가능,126.8630025,37.5499318
326, 3-06-10,등촌2동, 3-06,일반,공유가능,126.8623585,37.54984668
327, 3-06-14,등촌2동, 3-06,일반,공유가능,126.8622966,37.54964926
328, 3-06-15,등촌2동, 3-06,일반,공유가능,126.8622831,37.549606
329, 3-08-01,등촌2동, 3-08,일반,공유가능,126.8622401,37.54946068
330, 3-08-02,등촌2동, 3-08,일반,공유가능,126.8623001,37.54944994
331, 3-08-03,등촌2동, 3-08,일반,공유가능,126.8623579,37.54943919
332, 3-09-01,등촌2동, 3-09,일반,공유가능,126.8610309,37.54970523
333, 3-09-02,등촌2동, 3-09,일반,공유가능,126.8610864,37.54969449
334, 3-09-03,등촌2동, 3-09,일반,공유가능,126.8611407,37.54968374
335, 3-09-04,등촌2동, 3-09,일반,공유가능,126.8613615,37.54963895
336, 3-09-05,등촌2동, 3-09,일반,공유가능,126.861417,37.5496282
337, 3-09-06,등촌2동, 3-09,일반,공유가능,126.8614714,37.54961745
338, 3-09-07,등촌2동, 3-09,일반,공유가능,126.8615257,37.5496058
339, 3-09-08,등촌2동, 3-09,일반,공유가능,126.8615812,37.54959506
340, 3-09-11,등촌2동, 3-09,일반,공유가능,126.8619061,37.54953057
341, 3-09-12,등촌2동, 3-09,일반,공유가능,126.8619605,37.54951892
342, 3-09-13,등촌2동, 3-09,일반,공유가능,126.8620159,37.54950817
343, 3-09-14,등촌2동, 3-09,일반,공유가능,126.8620703,37.54949742
344, 3-10-103,등촌2동, 3-10,전용,공유가능,126.8617776,37.5503898
345, 3-10-104,등촌2동, 3-10,전용,공유가능,126.8619622,37.55034577
346, 3-10-105,등촌2동, 3-10,전용,공유가능,126.8620629,37.55037202
347, 3-10-106,등촌2동, 3-10,전용,공유가능,126.8621979,37.5504859
348, 3-12-07,등촌2동, 3-12,일반,공유가능,126.8603624,37.54984932
349, 3-12-08,등촌2동, 3-12,일반,공유가능,126.8604252,37.54983606
350, 3-15-06,등촌2동, 3-15,일반,공유가능,126.8596764,37.55090322
351, 3-15-07,등촌2동, 3-15,일반,공유가능,126.859552,37.5508828
352, 3-16-01,등촌2동, 3-16,일반,공유가능,126.8599829,37.55042606
353, 3-16-02,등촌2동, 3-16,일반,공유가능,126.8599743,37.55045758
354, 3-19-08,등촌2동, 3-19,일반,공유가능,126.8590173,37.54971445
355, 3-19-09,등촌2동, 3-19,일반,공유가능,126.8589339,37.54973462
356, 3-19-10,등촌2동, 3-19,일반,공유가능,126.858885,37.54974378
357, 3-19-15,등촌2동, 3-19,일반,공유가능,126.8586456,37.5497979
358, 3-19-16,등촌2동, 3-19,일반,공유가능,126.8587511,37.5497714
359, 3-19-108,등촌2동, 3-19,전용,공유가능,126.8588185,37.54976019
360, 3-20-02,등촌2동, 3-20,일반,공유가능,126.8604248,37.54944426
361, 3-20-03,등촌2동, 3-20,일반,공유가능,126.8603705,37.54945501
362, 3-20-04,등촌2동, 3-20,일반,공유가능,126.860315,37.54946576
363, 3-20-05,등촌2동, 3-20,일반,공유가능,126.8602595,37.5494765
364, 3-20-06,등촌2동, 3-20,일반,공유가능,126.8602052,37.54948725
365, 3-20-07,등촌2동, 3-20,일반,공유가능,126.8601497,37.54949709
366, 3-20-08,등촌2동, 3-20,일반,공유가능,126.8600954,37.54950784
367, 3-20-09,등촌2동, 3-20,일반,공유가능,126.8600399,37.54951859
368, 3-20-109,등촌2동, 3-20,전용,공유가능,126.8596845,37.54959228
369, 3-20-110,등촌2동, 3-20,전용,공유가능,126.860593,37.5494109
370, 3-28-01,등촌2동, 3-28,일반,공유가능,126.8617359,37.54855448
371, 3-28-02,등촌2동, 3-28,일반,공유가능,126.8617903,37.54854283
372, 3-28-03,등촌2동, 3-28,일반,공유가능,126.8618446,37.54853208
373, 3-28-04,등촌2동, 3-28,일반,공유가능,126.8619001,37.54852043
374, 3-28-05,등촌2동, 3-28,일반,공유가능,126.8619544,37.54850969
375, 3-28-08,등촌2동, 3-28,일반,공유가능,126.8622454,37.54844966
376, 3-28-112,등촌2동, 3-28,전용,공유가능,126.8623552,37.54842726
377, 3-28-111,등촌2동, 3-28,전용,공유가능,126.8624096,37.54841651
378, 3-33-04,등촌2동, 3-33,일반,공유가능,126.8610582,37.54725176
379, 3-33-06,등촌2동, 3-33,일반,공유가능,126.8605969,37.54705026
380, 3-33-15,등촌2동, 3-33,일반,공유가능,126.8608062,37.54708115
381, 3-33-16,등촌2동, 3-33,일반,공유가능,126.8610097,37.5471697
382, 3-33-106,등촌2동, 3-33,전용,공유불가능,126.8612992,37.5472962
383, 3-37-101,등촌2동, 3-37,전용,공유가능,126.8615963,37.54539814
384, 3-39-10,등촌2동, 3-39,일반,공유가능,126.8595047,37.54649477
385, 3-39-11,등촌2동, 3-39,일반,공유가능,126.8595974,37.54653633
386, 3-39-15,등촌2동, 3-39,일반,공유가능,126.8598756,37.54665922
387, 3-39-16,등촌2동, 3-39,일반,공유가능,126.8599253,37.5466809
388, 3-40-12,등촌2동, 3-40,일반,공유가능,126.8589994,37.54570201
389, 3-41-07,등촌2동, 3-41,일반,공유가능,126.8595306,37.54546297
390, 3-41-101,등촌2동, 3-41,전용,공유가능,126.8602588,37.54578734
391, 3-41-102,등촌2동, 3-41,전용,공유가능,126.8601683,37.54574759
392, 3-41-103,등촌2동, 3-41,전용,공유가능,126.8595876,37.5454969
393, 3-42-01,등촌2동, 3-42,일반,공유가능,126.8590216,37.54637956
394, 3-42-101,등촌2동, 3-42,전용,공유가능,126.8589717,37.54646448
395, 3-42-102,등촌2동, 3-42,전용,공유가능,126.8588775,37.54658754
396, 3-42-103,등촌2동, 3-42,전용,공유가능,126.8588332,37.54665327
397, 3-43-06,등촌2동, 3-43,일반,공유가능,126.8577997,37.54676455
398, 3-43-07,등촌2동, 3-43,일반,공유가능,126.8578563,37.54676372
399, 3-43-08,등촌2동, 3-43,일반,공유가능,126.858008,37.5467621
400, 3-43-09,등촌2동, 3-43,일반,공유가능,126.8581132,37.54676133
401, 3-44-02,등촌2동, 3-44,일반,공유불가능,126.8573506,37.54641292
402, 3-44-06,등촌2동, 3-44,일반,공유가능,126.8573491,37.54659314
403, 3-44-08,등촌2동, 3-44,일반,공유가능,126.8573478,37.54668325
404, 3-44-09,등촌2동, 3-44,일반,공유가능,126.857348,37.54645851
405, 3-46-01,등촌2동, 3-46,일반,공유가능,126.8590348,37.54541317
406, 3-46-02,등촌2동, 3-46,일반,공유가능,126.8589979,37.54545944
407, 3-46-103,등촌2동, 3-46,전용,공유불가능,126.858555,37.54607272
408, 3-46-104,등촌2동, 3-46,전용,공유불가능,126.8586815,37.54588798
409, 3-47-01,등촌2동, 3-47,일반,공유가능,126.8591757,37.54520212
410, 3-47-02,등촌2동, 3-47,일반,공유가능,126.8592052,37.54516341
411, 3-47-03,등촌2동, 3-47,일반,공유가능,126.8592336,37.5451247
412, 3-52-03,등촌2동, 3-52,일반,공유가능,126.8626027,37.53788871
413, 3-52-04,등촌2동, 3-52,일반,공유가능,126.862648,37.5379149
414, 3-52-11,등촌2동, 3-52,일반,공유가능,126.8627671,37.53826764
415, 3-52-12,등촌2동, 3-52,일반,공유불가능,126.8627538,37.53821869
416, 3-53-01,등촌2동, 3-53,일반,공유가능,126.8629047,37.53867457
417, 3-53-02,등촌2동, 3-53,일반,공유가능,126.8629002,37.53862591
418, 3-53-03,등촌2동, 3-53,일반,공유가능,126.8628981,37.53857725
419, 3-53-04,등촌2동, 3-53,일반,공유가능,126.8628959,37.53852948
420, 3-53-05,등촌2동, 3-53,일반,공유가능,126.8628635,37.53828525
421, 3-53-06,등촌2동, 3-53,일반,공유가능,126.862858,37.53823298
422, 3-53-07,등촌2동, 3-53,일반,공유가능,126.8628524,37.5381771
423, 3-53-08,등촌2동, 3-53,일반,공유가능,126.862848,37.53812303
424, 3-53-11,등촌2동, 3-53,일반,공유가능,126.8628336,37.53795902
425, 3-53-12,등촌2동, 3-53,일반,공유가능,126.8628291,37.53791396
426, 3-53-13,등촌2동, 3-53,일반,공유가능,126.8628247,37.5378689
427, 3-53-14,등촌2동, 3-53,일반,공유가능,126.8628203,37.53782384
428, 3-53-15,등촌2동, 3-53,일반,공유가능,126.8628158,37.53777878
429, 3-53-16,등촌2동, 3-53,일반,공유가능,126.8628106,37.53773173
430, 3-54-06,등촌2동, 3-54,일반,공유가능,126.8628028,37.53679432
431, 3-54-07,등촌2동, 3-54,일반,공유가능,126.8627951,37.53668618
432, 3-54-08,등촌2동, 3-54,일반,공유가능,126.8627874,37.53658886
433, 3-54-09,등촌2동, 3-54,일반,공유가능,126.8627841,37.5365438
434, 3-54-16,등촌2동, 3-54,일반,공유가능,126.8627108,37.53640404
435, 3-54-26,등촌2동, 3-54,일반,공유가능,126.8627748,37.53724574
436, 3-54-105,등촌2동, 3-54,전용,공유불가능,126.8627009,37.53625715
437, 3-54-106,등촌2동, 3-54,전용,공유불가능,126.8627031,37.53630221
438, 3-54-110,등촌2동, 3-54,전용,공유불가능,126.8627697,37.53636356
439, 3-54-112,등촌2동, 3-54,전용,공유불가능,126.86278,37.53732297
440, 3-54-114,등촌2동, 3-54,전용,공유불가능,126.8626965,37.53619677
441, 3-54-115,등촌2동, 3-54,전용,공유불가능,126.8627174,37.53650587
442, 3-55-01,등촌2동, 3-55,일반,공유가능,126.8601121,37.55090487
443, 3-55-02,등촌2동, 3-55,일반,공유가능,126.8601179,37.55085081
444, 3-55-03,등촌2동, 3-55,일반,공유가능,126.8602,37.55082613
445, 3-55-04,등촌2동, 3-55,일반,공유가능,126.8602819,37.55085776
446, 3-55-05,등촌2동, 3-55,일반,공유가능,126.8602706,37.55089492
447, 3-56-01,등촌2동, 3-56,일반,공유가능,126.8586634,37.55098085
448, 3-56-02,등촌2동, 3-56,일반,공유가능,126.858672,37.55094032
449, 3-56-03,등촌2동, 3-56,일반,공유가능,126.858723,37.55090884
450, 3-56-04,등촌2동, 3-56,일반,공유가능,126.8588107,37.55091571
451, 3-56-05,등촌2동, 3-56,일반,공유가능,126.8588502,37.55094278
452, 3-56-06,등촌2동, 3-56,일반,공유가능,126.8588219,37.55098329
453, 3-57-01,등촌2동, 3-57,일반,공유가능,126.8584816,37.54986565
454, 3-57-02,등촌2동, 3-57,일반,공유가능,126.8584901,37.54989494
455, 3-57-03,등촌2동, 3-57,일반,공유가능,126.858507,37.54993551
456, 3-57-04,등촌2동, 3-57,일반,공유가능,126.8585635,37.54994458
457, 3-57-05,등촌2동, 3-57,일반,공유가능,126.858623,37.54991988
458, 3-57-06,등촌2동, 3-57,일반,공유가능,126.8586344,37.54986809
459, 3-57-07,등촌2동, 3-57,일반,공유가능,126.858626,37.54983204
460, 3-57-08,등촌2동, 3-57,일반,공유가능,126.8585581,37.54983646
461, 3-70-07,등촌2동, 3-70,일반,공유불가능,126.8624819,37.54840625
462, 3-70-13,등촌2동, 3-70,일반,공유불가능,126.8628717,37.54951381
463, 3-70-23,등촌2동, 3-70,일반,공유불가능,126.8623069,37.54970574
464, 3-70-24,등촌2동, 3-70,일반,공유불가능,126.8624504,37.55013276
465, 3-70-25,등촌2동, 3-70,일반,공유불가능,126.862456,37.55018795
466, 3-70-27,등촌2동, 3-70,일반,공유불가능,126.8598346,37.54954854
467, 3-70-28,등촌2동, 3-70,일반,공유불가능,126.8599308,37.54952387
468, 3-70-29,등촌2동, 3-70,일반,공유불가능,126.8607965,37.54950012
469, 3-70-30,등촌2동, 3-70,일반,공유불가능,126.8608078,37.54954518
470, 3-70-31,등촌2동, 3-70,일반,공유불가능,126.860819,37.549597
471, 3-70-32,등촌2동, 3-70,일반,공유불가능,126.8608359,37.54966122
472, 3-70-36,등촌2동, 3-70,일반,공유불가능,126.8606178,37.54979498
473, 3-70-37,등촌2동, 3-70,일반,공유불가능,126.8592028,37.55002419
474, 3-70-39,등촌2동, 3-70,일반,공유불가능,126.8591381,37.54981801
475, 3-70-40,등촌2동, 3-70,일반,공유불가능,126.8591297,37.54976731
476, 3-70-41,등촌2동, 3-70,일반,공유불가능,126.8599349,37.55037982
477, 3-70-42,등촌2동, 3-70,일반,공유불가능,126.8598263,37.55091241
478, 3-70-43,등촌2동, 3-70,일반,공유불가능,126.8597811,37.55090898
479, 3-70-44,등촌2동, 3-70,일반,공유불가능,126.8623408,37.55126901
480, 3-70-45,등촌2동, 3-70,일반,공유불가능,126.8622985,37.55122504
481, 3-70-46,등촌2동, 3-70,일반,공유불가능,126.8624897,37.55028259
482, 3-58-01,등촌2동, 3-58,일반,공유가능,126.858124,37.55047452
483, 3-58-02,등촌2동, 3-58,일반,공유가능,126.8581607,37.55051736
484, 3-58-03,등촌2동, 3-58,일반,공유가능,126.8582145,37.5504949
485, 3-58-04,등촌2동, 3-58,일반,공유가능,126.8582597,37.55053212
486, 3-58-05,등촌2동, 3-58,일반,공유가능,126.858322,37.55050179
487, 3-58-06,등촌2동, 3-58,일반,공유가능,126.8583757,37.55055366
488, 4-02-01,등촌3동, 4-02,일반,공유가능,126.8414028,37.5656249
489, 4-02-02,등촌3동, 4-02,일반,공유가능,126.8413405,37.56563833
490, 4-02-03,등촌3동, 4-02,일반,공유가능,126.841114,37.56568307
491, 4-02-04,등촌3동, 4-02,일반,공유가능,126.8410631,37.56569427
492, 4-02-05,등촌3동, 4-02,일반,공유가능,126.8410178,37.56570322
493, 4-02-06,등촌3동, 4-02,일반,공유가능,126.8409668,37.56571892
494, 4-03-04,등촌3동, 4-03,일반,공유가능,126.8400646,37.56227663
495, 4-03-08,등촌3동, 4-03,일반,공유가능,126.8404438,37.56280339
496, 4-03-101,등촌3동, 4-03,전용,공유가능,126.8401714,37.56261829
497, 4-03-102,등촌3동, 4-03,전용,공유가능,126.8400252,37.56216214
498, 4-03-103,등촌3동, 4-03,전용,공유가능,126.8401938,37.56269131
499, 4-03-104,등촌3동, 4-03,전용,공유가능,126.8399859,37.56203593
500, 4-03-105,등촌3동, 4-03,전용,공유가능,126.8401338,37.56221275
501, 4-03-109,등촌3동, 4-03,전용,공유가능,126.8405015,37.56279175
502, 4-03-110,등촌3동, 4-03,전용,공유가능,126.8401087,37.5623395
503, 4-03-111,등촌3동, 4-03,전용,공유가능,126.8400461,37.56223307
504, 4-05-101,등촌3동, 4-05,전용,공유가능,126.8397479,37.56126562
505, 4-05-102,등촌3동, 4-05,전용,공유가능,126.8397276,37.56121594
506, 4-05-103,등촌3동, 4-05,전용,공유가능,126.8398727,37.5616447
507, 4-06-10,등촌3동, 4-06,일반,공유불가능,126.8397976,37.55904296
508, 4-06-11,등촌3동, 4-06,일반,공유가능,126.8395837,37.5590643
509, 4-08-01,등촌3동, 4-08,일반,공유가능,126.8417426,37.55884086
510, 4-08-02,등촌3동, 4-08,일반,공유불가능,126.841819,37.55882744
511, 4-08-03,등촌3동, 4-08,일반,공유가능,126.8418812,37.55882527
512, 4-09-07,등촌3동, 4-09,일반,공유가능,126.8422405,37.55886855
513, 4-09-08,등촌3동, 4-09,일반,공유가능,126.8422858,37.55886185
514, 4-09-101,등촌3동, 4-09,전용,공유가능,126.8434398,37.5587021
515, 4-09-102,등촌3동, 4-09,전용,공유가능,126.8428941,37.55875362
516, 4-09-103,등촌3동, 4-09,전용,공유가능,126.8429915,37.55874384
517, 4-09-104,등촌3동, 4-09,전용,공유가능,126.8430515,37.55873671
518, 4-09-107,등촌3동, 4-09,전용,공유가능,126.8432553,37.55872077
519, 4-09-108,등촌3동, 4-09,전용,공유가능,126.8433787,37.55870832
520, 4-09-109,등촌3동, 4-09,전용,공유가능,126.8433164,37.55871454
521, 4-09-110,등촌3동, 4-09,전용,공유가능,126.8421924,37.55887299
522, 4-11-06,등촌3동, 4-11,일반,공유가능,126.8467962,37.55866235
523, 4-11-07,등촌3동, 4-11,일반,공유가능,126.8468029,37.55871102
524, 4-19-01,등촌3동, 4-19,일반,공유가능,126.8405964,37.55895194
525, 4-19-101,등촌3동, 4-19,전용,공유가능,126.8406615,37.55895203
526, 4-19-102,등촌3동, 4-19,전용,공유가능,126.8407549,37.55894539
527, 4-20-01,등촌3동, 4-20,일반,공유가능,126.8512567,37.55667056
528, 4-20-101,등촌3동, 4-20,전용,공유가능,126.851268,37.5566931
529, 5-01-02,화곡본동, 5-01,일반,공유가능,126.8481145,37.54830222
530, 5-01-101,화곡본동, 5-01,전용,공유가능,126.8482754,37.54822044
531, 5-04-01,화곡본동, 5-04,일반,공유가능,126.8478507,37.54686753
532, 5-04-02,화곡본동, 5-04,일반,공유가능,126.8478031,37.54689089
533, 5-04-03,화곡본동, 5-04,일반,공유가능,126.8477544,37.54691516
534, 5-07-04,화곡본동, 5-07,일반,공유가능,126.8457256,37.5454855
535, 5-09-101,화곡본동, 5-09,전용,공유가능,126.8493831,37.54712437
536, 5-10-104,화곡본동, 5-10,전용,공유가능,126.8493618,37.54644859
537, 5-12-01,화곡본동, 5-12,일반,공유불가능,126.8500699,37.54574421
538, 5-12-02,화곡본동, 5-12,일반,공유가능,126.8501151,37.5457713
539, 5-12-101,화곡본동, 5-12,전용,공유가능,126.8506996,37.54608384
540, 5-13-101,화곡본동, 5-13,전용,공유불가능,126.8513232,37.54604662
541, 5-14-01,화곡본동, 5-14,일반,공유불가능,126.8505734,37.54519232
542, 5-14-02,화곡본동, 5-14,일반,공유불가능,126.8506187,37.54522031
