,날짜,영화제목,영화평점
1892,2022-08-23,토르: 러브 앤 썬더,6.47
1893,2022-08-23,박쥐,6.33
1894,2022-08-23,브로커,5.53
1895,2022-08-24,탑건: 매버릭,9.77
1896,2022-08-24,가버나움,9.59
1897,2022-08-24,명탐정 코난: 할로윈의 신부,9.48
1898,2022-08-24,범죄도시2,9.36
1899,2022-08-24,"나, 다니엘 블레이크",9.29
1900,2022-08-24,극장판 주술회전 0,9.24
1901,2022-08-24,똥파리,9.22
1902,2022-08-24,내 사랑,9.21
1903,2022-08-24,코다,9.11
1904,2022-08-24,타오르는 여인의 초상,9.03
1905,2022-08-24,십계,9.03
1906,2022-08-24,중경삼림,8.89
1907,2022-08-24,엘비스,8.85
1908,2022-08-24,한산: 용의 출현,8.82
1909,2022-08-24,화양연화,8.81
1910,2022-08-24,펄프 픽션,8.77
1911,2022-08-24,사이비,8.75
1912,2022-08-24,여름날 우리,8.75
1913,2022-08-24,헤어질 결심,8.67
1914,2022-08-24,육사오(6/45),8.65
1915,2022-08-24,라라랜드,8.62
1916,2022-08-24,캐롤,8.61
1917,2022-08-24,그녀,8.51
1918,2022-08-24,헌트,8.46
1919,2022-08-24,드라이브 마이 카,8.40
1920,2022-08-24,레미제라블,8.39
1921,2022-08-24,카모메 식당,8.35
1922,2022-08-24,큐어,8.33
1923,2022-08-24,애프터 양,8.19
1924,2022-08-24,우연과 상상,8.17
1925,2022-08-24,황혼에서 새벽까지,8.08
1926,2022-08-24,문라이트,8.07
1927,2022-08-24,시인의 사랑,8.04
1928,2022-08-24,돼지의 왕,8.01
1929,2022-08-24,프렌치 디스패치,7.96
1930,2022-08-24,춘몽,7.95
1931,2022-08-24,아이 엠 러브,7.85
1932,2022-08-24,DC 리그 오브 슈퍼-펫,7.80
1933,2022-08-24,미니언즈2,7.67
1934,2022-08-24,썸머 필름을 타고!,7.55
1935,2022-08-24,외계+인 1부,7.43
1936,2022-08-24,귀멸의 칼날: 남매의 연,6.79
1937,2022-08-24,비상선언,6.77
1938,2022-08-24,놉,6.72
1939,2022-08-24,토르: 러브 앤 썬더,6.46
1940,2022-08-24,박쥐,6.33
1941,2022-08-24,브로커,5.53
1942,2022-08-25,탑건: 매버릭,9.77
1943,2022-08-25,가버나움,9.59
1944,2022-08-25,명탐정 코난: 할로윈의 신부,9.48
1945,2022-08-25,범죄도시2,9.36
1946,2022-08-25,"나, 다니엘 블레이크",9.29
1947,2022-08-25,극장판 주술회전 0,9.24
1948,2022-08-25,똥파리,9.22
1949,2022-08-25,내 사랑,9.21
1950,2022-08-25,코다,9.11
1951,2022-08-25,타오르는 여인의 초상,9.03
1952,2022-08-25,십계,9.03
1953,2022-08-25,중경삼림,8.89
1954,2022-08-25,엘비스,8.85
1955,2022-08-25,한산: 용의 출현,8.82
1956,2022-08-25,화양연화,8.81
1957,2022-08-25,펄프 픽션,8.77
1958,2022-08-25,사이비,8.75
1959,2022-08-25,여름날 우리,8.75
1960,2022-08-25,헤어질 결심,8.67
1961,2022-08-25,라라랜드,8.62
1962,2022-08-25,캐롤,8.61
1963,2022-08-25,육사오(6/45),8.59
1964,2022-08-25,그녀,8.51
1965,2022-08-25,헌트,8.46
1966,2022-08-25,드라이브 마이 카,8.40
1967,2022-08-25,바스터즈: 거친 녀석들,8.40
1968,2022-08-25,레미제라블,8.39
1969,2022-08-25,카모메 식당,8.35
1970,2022-08-25,큐어,8.33
1971,2022-08-25,문호 스트레이독스 [데드애플],8.26
1972,2022-08-25,애프터 양,8.19
1973,2022-08-25,우연과 상상,8.17
1974,2022-08-25,황혼에서 새벽까지,8.08
1975,2022-08-25,문라이트,8.07
1976,2022-08-25,시인의 사랑,8.04
1977,2022-08-25,돼지의 왕,8.01
1978,2022-08-25,프렌치 디스패치,7.96
1979,2022-08-25,춘몽,7.95
1980,2022-08-25,아이 엠 러브,7.85
1981,2022-08-25,DC 리그 오브 슈퍼-펫,7.80
1982,2022-08-25,미니언즈2,7.68
1983,2022-08-25,썸머 필름을 타고!,7.55
1984,2022-08-25,외계+인 1부,7.43
1985,2022-08-25,귀멸의 칼날: 남매의 연,6.79
1986,2022-08-25,비상선언,6.77
1987,2022-08-25,놉,6.75
1988,2022-08-25,불릿 트레인,6.53
1989,2022-08-25,토르: 러브 앤 썬더,6.46
1990,2022-08-25,박쥐,6.33
1991,2022-08-25,브로커,5.53
1992,2022-08-26,탑건: 매버릭,9.77
1993,2022-08-26,가버나움,9.59
1994,2022-08-26,명탐정 코난: 할로윈의 신부,9.48
1995,2022-08-26,알라딘,9.38
1996,2022-08-26,범죄도시2,9.36
1997,2022-08-26,"나, 다니엘 블레이크",9.29
1998,2022-08-26,극장판 주술회전 0,9.24
1999,2022-08-26,내 사랑,9.21
2000,2022-08-26,코다,9.11
2001,2022-08-26,타오르는 여인의 초상,9.03
2002,2022-08-26,십계,9.03
2003,2022-08-26,중경삼림,8.89
2004,2022-08-26,엘비스,8.85
2005,2022-08-26,한산: 용의 출현,8.82
2006,2022-08-26,화양연화,8.81
2007,2022-08-26,펄프 픽션,8.77
2008,2022-08-26,사이비,8.75
2009,2022-08-26,여름날 우리,8.75
2010,2022-08-26,헤어질 결심,8.67
2011,2022-08-26,라라랜드,8.62
2012,2022-08-26,캐롤,8.61
2013,2022-08-26,장고:분노의 추적자,8.55
2014,2022-08-26,그녀,8.51
2015,2022-08-26,육사오(6/45),8.51
2016,2022-08-26,헌트,8.45
2017,2022-08-26,드라이브 마이 카,8.41
2018,2022-08-26,바스터즈: 거친 녀석들,8.40
2019,2022-08-26,레미제라블,8.39
2020,2022-08-26,카모메 식당,8.35
2021,2022-08-26,큐어,8.33
2022,2022-08-26,문호 스트레이독스 [데드애플],8.26
2023,2022-08-26,애프터 양,8.20
2024,2022-08-26,우연과 상상,8.16
2025,2022-08-26,황혼에서 새벽까지,8.08
2026,2022-08-26,문라이트,8.07
2027,2022-08-26,시인의 사랑,8.04
2028,2022-08-26,돼지의 왕,8.01
2029,2022-08-26,프렌치 디스패치,7.96
2030,2022-08-26,춘몽,7.95
2031,2022-08-26,아이 엠 러브,7.85
2032,2022-08-26,DC 리그 오브 슈퍼-펫,7.79
2033,2022-08-26,원스 어폰 어 타임... 인 할리우드,7.70
2034,2022-08-26,미니언즈2,7.68
2035,2022-08-26,썸머 필름을 타고!,7.56
2036,2022-08-26,외계+인 1부,7.43
2037,2022-08-26,귀멸의 칼날: 남매의 연,6.78
2038,2022-08-26,비상선언,6.77
2039,2022-08-26,놉,6.74
2040,2022-08-26,불릿 트레인,6.67
2041,2022-08-26,토르: 러브 앤 썬더,6.46
2042,2022-08-27,탑건: 매버릭,9.77
2043,2022-08-27,가버나움,9.59
2044,2022-08-27,명탐정 코난: 할로윈의 신부,9.48
2045,2022-08-27,알라딘,9.38
2046,2022-08-27,범죄도시2,9.36
2047,2022-08-27,"나, 다니엘 블레이크",9.29
2048,2022-08-27,극장판 주술회전 0,9.24
2049,2022-08-27,내 사랑,9.21
2050,2022-08-27,코다,9.12
2051,2022-08-27,타오르는 여인의 초상,9.03
2052,2022-08-27,십계,9.03
2053,2022-08-27,중경삼림,8.89
2054,2022-08-27,엘비스,8.85
2055,2022-08-27,한산: 용의 출현,8.82
2056,2022-08-27,화양연화,8.81
2057,2022-08-27,펄프 픽션,8.77
2058,2022-08-27,사이비,8.75
2059,2022-08-27,헤어질 결심,8.67
2060,2022-08-27,라라랜드,8.62
2061,2022-08-27,캐롤,8.61
2062,2022-08-27,육사오(6/45),8.61
2063,2022-08-27,장고:분노의 추적자,8.55
2064,2022-08-27,그녀,8.51
2065,2022-08-27,헌트,8.45
2066,2022-08-27,드라이브 마이 카,8.41
2067,2022-08-27,바스터즈: 거친 녀석들,8.40
2068,2022-08-27,레미제라블,8.39
2069,2022-08-27,카모메 식당,8.35
2070,2022-08-27,큐어,8.32
2071,2022-08-27,문호 스트레이독스 [데드애플],8.26
2072,2022-08-27,애프터 양,8.19
2073,2022-08-27,우연과 상상,8.16
2074,2022-08-27,황혼에서 새벽까지,8.08
2075,2022-08-27,문라이트,8.07
2076,2022-08-27,시인의 사랑,8.04
2077,2022-08-27,돼지의 왕,8.01
2078,2022-08-27,프렌치 디스패치,7.97
2079,2022-08-27,DC 리그 오브 슈퍼-펫,7.80
2080,2022-08-27,원스 어폰 어 타임... 인 할리우드,7.70
2081,2022-08-27,미니언즈2,7.69
2082,2022-08-27,썸머 필름을 타고!,7.54
2083,2022-08-27,외계+인 1부,7.43
2084,2022-08-27,귀멸의 칼날: 남매의 연,6.78
2085,2022-08-27,비상선언,6.77
2086,2022-08-27,놉,6.75
2087,2022-08-27,불릿 트레인,6.64
2088,2022-08-27,토르: 러브 앤 썬더,6.45
2089,2022-08-27,박쥐,6.33
2090,2022-08-27,브로커,5.53
2091,2022-08-28,탑건: 매버릭,9.77
2092,2022-08-28,가버나움,9.59
2093,2022-08-28,명탐정 코난: 할로윈의 신부,9.48
2094,2022-08-28,알라딘,9.38
2095,2022-08-28,범죄도시2,9.36
2096,2022-08-28,"나, 다니엘 블레이크",9.29
2097,2022-08-28,극장판 주술회전 0,9.24
2098,2022-08-28,내 사랑,9.21
2099,2022-08-28,코다,9.12
2100,2022-08-28,타오르는 여인의 초상,9.03
2101,2022-08-28,십계,9.03
2102,2022-08-28,중경삼림,8.89
2103,2022-08-28,엘비스,8.85
2104,2022-08-28,한산: 용의 출현,8.82
2105,2022-08-28,화양연화,8.81
2106,2022-08-28,펄프 픽션,8.77
2107,2022-08-28,육사오(6/45),8.69
2108,2022-08-28,헤어질 결심,8.67
2109,2022-08-28,라라랜드,8.62
2110,2022-08-28,캐롤,8.61
2111,2022-08-28,장고:분노의 추적자,8.55
2112,2022-08-28,그녀,8.51
2113,2022-08-28,헌트,8.45
2114,2022-08-28,드라이브 마이 카,8.41
2115,2022-08-28,바스터즈: 거친 녀석들,8.40
2116,2022-08-28,레미제라블,8.39
2117,2022-08-28,카모메 식당,8.35
2118,2022-08-28,큐어,8.33
2119,2022-08-28,문호 스트레이독스 [데드애플],8.26
2120,2022-08-28,애프터 양,8.19
2121,2022-08-28,우연과 상상,8.17
2122,2022-08-28,황혼에서 새벽까지,8.08
2123,2022-08-28,문라이트,8.07
2124,2022-08-28,프렌치 디스패치,7.97
2125,2022-08-28,DC 리그 오브 슈퍼-펫,7.79
2126,2022-08-28,원스 어폰 어 타임... 인 할리우드,7.70
2127,2022-08-28,미니언즈2,7.68
2128,2022-08-28,썸머 필름을 타고!,7.54
2129,2022-08-28,외계+인 1부,7.44
2130,2022-08-28,비상선언,6.77
2131,2022-08-28,놉,6.76
2132,2022-08-28,불릿 트레인,6.74
2133,2022-08-28,토르: 러브 앤 썬더,6.45
2134,2022-08-28,박쥐,6.33
2135,2022-08-28,브로커,5.53
2136,2022-08-29,탑건: 매버릭,9.77
2137,2022-08-29,가버나움,9.59
2138,2022-08-29,명탐정 코난: 할로윈의 신부,9.48
2139,2022-08-29,알라딘,9.38
2140,2022-08-29,범죄도시2,9.36
2141,2022-08-29,"나, 다니엘 블레이크",9.29
2142,2022-08-29,극장판 주술회전 0,9.24
2143,2022-08-29,내 사랑,9.21
2144,2022-08-29,코다,9.12
2145,2022-08-29,타오르는 여인의 초상,9.03
2146,2022-08-29,십계,9.03
2147,2022-08-29,중경삼림,8.89
2148,2022-08-29,엘비스,8.85
2149,2022-08-29,한산: 용의 출현,8.82
2150,2022-08-29,화양연화,8.81
2151,2022-08-29,펄프 픽션,8.77
2152,2022-08-29,육사오(6/45),8.68
2153,2022-08-29,헤어질 결심,8.67
2154,2022-08-29,라라랜드,8.62
2155,2022-08-29,캐롤,8.61
2156,2022-08-29,장고:분노의 추적자,8.55
2157,2022-08-29,그녀,8.51
2158,2022-08-29,헌트,8.44
2159,2022-08-29,바스터즈: 거친 녀석들,8.40
2160,2022-08-29,드라이브 마이 카,8.40
2161,2022-08-29,레미제라블,8.39
2162,2022-08-29,카모메 식당,8.35
2163,2022-08-29,큐어,8.33
2164,2022-08-29,공조,8.26
2165,2022-08-29,문호 스트레이독스 [데드애플],8.26
2166,2022-08-29,애프터 양,8.19
2167,2022-08-29,우연과 상상,8.17
2168,2022-08-29,황혼에서 새벽까지,8.08
2169,2022-08-29,문라이트,8.07
2170,2022-08-29,프렌치 디스패치,7.97
2171,2022-08-29,DC 리그 오브 슈퍼-펫,7.80
2172,2022-08-29,원스 어폰 어 타임... 인 할리우드,7.70
2173,2022-08-29,미니언즈2,7.69
2174,2022-08-29,썸머 필름을 타고!,7.53
2175,2022-08-29,외계+인 1부,7.44
2176,2022-08-29,놉,6.78
2177,2022-08-29,비상선언,6.77
2178,2022-08-29,불릿 트레인,6.76
2179,2022-08-29,토르: 러브 앤 썬더,6.45
2180,2022-08-29,박쥐,6.33
2181,2022-08-29,브로커,5.53
2182,2022-08-30,탑건: 매버릭,9.77
2183,2022-08-30,가버나움,9.59
2184,2022-08-30,명탐정 코난: 할로윈의 신부,9.48
2185,2022-08-30,알라딘,9.38
2186,2022-08-30,범죄도시2,9.36
2187,2022-08-30,극장판 주술회전 0,9.24
2188,2022-08-30,너에게 가는 길,9.18
2189,2022-08-30,코다,9.12
2190,2022-08-30,타오르는 여인의 초상,9.03
2191,2022-08-30,십계,9.03
2192,2022-08-30,중경삼림,8.89
2193,2022-08-30,엘비스,8.85
2194,2022-08-30,한산: 용의 출현,8.81
2195,2022-08-30,화양연화,8.81
2196,2022-08-30,펄프 픽션,8.77
2197,2022-08-30,헤어질 결심,8.67
2198,2022-08-30,육사오(6/45),8.64
2199,2022-08-30,캐롤,8.61
2200,2022-08-30,장고:분노의 추적자,8.55
2201,2022-08-30,그녀,8.51
2202,2022-08-30,헌트,8.44
2203,2022-08-30,바스터즈: 거친 녀석들,8.40
2204,2022-08-30,드라이브 마이 카,8.40
2205,2022-08-30,레미제라블,8.39
2206,2022-08-30,큐어,8.33
2207,2022-08-30,공조,8.26
2208,2022-08-30,문호 스트레이독스 [데드애플],8.26
2209,2022-08-30,애프터 양,8.19
2210,2022-08-30,황혼에서 새벽까지,8.08
2211,2022-08-30,문라이트,8.07
2212,2022-08-30,프렌치 디스패치,7.97
2213,2022-08-30,수면의 과학,7.92
2214,2022-08-30,DC 리그 오브 슈퍼-펫,7.80
2215,2022-08-30,원스 어폰 어 타임... 인 할리우드,7.70
2216,2022-08-30,미니언즈2,7.69
2217,2022-08-30,썸머 필름을 타고!,7.52
2218,2022-08-30,외계+인 1부,7.44
2219,2022-08-30,불릿 트레인,6.81
2220,2022-08-30,놉,6.80
2221,2022-08-30,비상선언,6.77
2222,2022-08-30,토르: 러브 앤 썬더,6.45
2223,2022-08-30,브로커,5.53
2224,2022-08-31,탑건: 매버릭,9.77
2225,2022-08-31,명탐정 코난: 할로윈의 신부,9.48
2226,2022-08-31,범죄도시2,9.36
2227,2022-08-31,로마의 휴일,9.26
2228,2022-08-31,극장판 주술회전 0,9.24
2229,2022-08-31,너에게 가는 길,9.18
2230,2022-08-31,코다,9.12
2231,2022-08-31,중경삼림,8.89
2232,2022-08-31,엘비스,8.84
2233,2022-08-31,한산: 용의 출현,8.80
2234,2022-08-31,헤어질 결심,8.68
2235,2022-08-31,육사오(6/45),8.61
2236,2022-08-31,장고:분노의 추적자,8.55
2237,2022-08-31,그녀,8.51
2238,2022-08-31,헌트,8.44
2239,2022-08-31,바스터즈: 거친 녀석들,8.40
2240,2022-08-31,레미제라블,8.39
2241,2022-08-31,큐어,8.33
2242,2022-08-31,공조,8.26
2243,2022-08-31,문호 스트레이독스 [데드애플],8.26
2244,2022-08-31,애프터 양,8.19
2245,2022-08-31,수면의 과학,7.92
2246,2022-08-31,DC 리그 오브 슈퍼-펫,7.80
2247,2022-08-31,원스 어폰 어 타임... 인 할리우드,7.70
2248,2022-08-31,미니언즈2,7.69
2249,2022-08-31,썸머 필름을 타고!,7.52
2250,2022-08-31,외계+인 1부,7.44
2251,2022-08-31,불릿 트레인,6.82
2252,2022-08-31,놉,6.80
2253,2022-08-31,비상선언,6.77
2254,2022-08-31,토르: 러브 앤 썬더,6.45
2255,2022-08-31,브로커,5.53
2256,2022-09-01,탑건: 매버릭,9.77
2257,2022-09-01,명탐정 코난: 할로윈의 신부,9.48
2258,2022-09-01,범죄도시2,9.36
2259,2022-09-01,천녀유혼,9.29
2260,2022-09-01,로마의 휴일,9.26
2261,2022-09-01,극장판 주술회전 0,9.24
2262,2022-09-01,너에게 가는 길,9.18
2263,2022-09-01,코다,9.12
2264,2022-09-01,중경삼림,8.89
2265,2022-09-01,엘비스,8.84
2266,2022-09-01,한산: 용의 출현,8.80
2267,2022-09-01,헤어질 결심,8.68
2268,2022-09-01,육사오(6/45),8.58
2269,2022-09-01,장고:분노의 추적자,8.56
2270,2022-09-01,그녀,8.51
2271,2022-09-01,헌트,8.44
2272,2022-09-01,바스터즈: 거친 녀석들,8.40
2273,2022-09-01,레미제라블,8.39
2274,2022-09-01,큐어,8.33
2275,2022-09-01,리스본행 야간열차,8.31
2276,2022-09-01,공조,8.26
2277,2022-09-01,문호 스트레이독스 [데드애플],8.26
2278,2022-09-01,애프터 양,8.19
2279,2022-09-01,수면의 과학,7.92
2280,2022-09-01,DC 리그 오브 슈퍼-펫,7.80
2281,2022-09-01,원스 어폰 어 타임... 인 할리우드,7.70
2282,2022-09-01,미니언즈2,7.68
2283,2022-09-01,썸머 필름을 타고!,7.52
2284,2022-09-01,외계+인 1부,7.44
2285,2022-09-01,불릿 트레인,6.85
2286,2022-09-01,놉,6.81
2287,2022-09-01,비상선언,6.76
2288,2022-09-01,토르: 러브 앤 썬더,6.45
2289,2022-09-01,브로커,5.53
2290,2022-09-02,탑건: 매버릭,9.77
2291,2022-09-02,명탐정 코난: 할로윈의 신부,9.48
2292,2022-09-02,범죄도시2,9.36
2293,2022-09-02,천녀유혼,9.29
2294,2022-09-02,로마의 휴일,9.26
2295,2022-09-02,극장판 주술회전 0,9.24
2296,2022-09-02,너에게 가는 길,9.18
2297,2022-09-02,코다,9.12
2298,2022-09-02,중경삼림,8.89
